Text,Rating,Tanggal,Username,Label Sentimen
"Overall bagus. Gameplaynya asik, gak monoton. Jeleknya cuman di world building aja yg kerasa kosong + musiknya ampas",3,2024-07-17 08:48:33,Pengguna Google,netral
"Udah bagus cuman hp gw aja yang ga kuat buat lanjut main nih game, sorry ya Kuro game keep going (wuwa>gi) 🤫",5,2024-07-17 08:39:03,Pengguna Google,positif
"Suara naik turun , kadang kenceng kdang pelan",1,2024-07-17 06:21:46,Pengguna Google,negatif
Sangat² tidak nyaman main di smartphone.. game broken haha masa ROG 6 yg pakai Snapdragon 8+ gen 1 aja lag patah² gajelas? Lu buat game seberat apa huh KURO GAME??! Tidak usah belagu 👎👎👎👎,1,2024-07-17 05:51:32,Pengguna Google,negatif
Sejauh ini game open world paling ramah + bagus menurut gue 👍,5,2024-07-17 05:35:19,Pengguna Google,positif
Bagusssss,5,2024-07-17 05:28:00,Pengguna Google,positif
bagus gamenya cuman ada dua kekurangan yaitu subtitle bhs Indonesia dan juga saat antiliasing nya dinyalakan kok malah nge blurr gitu semoga di update 1.2 sudah di perbaiki offer all semua nya udah bagus👍,5,2024-07-17 05:16:25,Pengguna Google,positif
"Overall udah bagus optimasinya di device Midd end, syukur2 masih bisa di bikin mulus lagi. And buat abang2 yg pakai device low end saya saranin mending ngak usah dipaksa maen karena device emng udh ngak support lagi.",5,2024-07-17 02:15:18,Pengguna Google,positif
Tolong di perbaiki lagi optimalisasinya kadang suka ngeframe ngelag di hp Snapdragon 695,5,2024-07-17 01:41:26,Pengguna Google,positif
Add fishing,5,2024-07-17 00:54:38,Pengguna Google,positif
"Patch 1.1 is very bad, lags and graphics are bad, even though patch 1.0 is quite good, please fix it immediately Kuro.",5,2024-07-17 00:24:10,Pengguna Google,positif
Tidak ada optimalisasi,1,2024-07-16 23:34:50,Pengguna Google,negatif
Gamenya bagus tapi sayangnya tidak ada bahasa Indonesia 😔,4,2024-07-16 23:28:21,Pengguna Google,positif
"Semoga update ke depan, semakin bgs buat pengguna mobile",5,2024-07-16 22:36:40,Pengguna Google,positif
PLISS HARGA TACET FIELD KURANGIN WOIII MAHAL BNGT GILAKK,5,2024-07-16 22:09:59,Pengguna Google,positif
please add Indonesian text,5,2024-07-16 21:30:09,Pengguna Google,positif
Game baik ga kikir kayak sebelah,5,2024-07-16 21:18:50,Pengguna Google,positif
Ngelag sekali boss. Grafik dll udh medium fps udh paling rendah tapi tetep aja sakit hati ini. Moga aja kedepannya bisa di fix masalahnya dan ada versi bahasa Indonesianya.,1,2024-07-16 20:35:01,Pengguna Google,negatif
Gamenya terlalu berat,1,2024-07-16 19:21:29,Pengguna Google,negatif
tolong di fikss grafiknya terimakasih,1,2024-07-16 19:12:39,Pengguna Google,negatif
"Dev baik hati, tidak kikir seperti kikir impact.",5,2024-07-16 19:11:09,Pengguna Google,positif
Jujur keren parah... Game yang punya Potensi lebih sih ini,5,2024-07-16 18:54:03,Pengguna Google,positif
Game baik,5,2024-07-16 18:35:02,Pengguna Google,positif
"Pas bagian 1.0 lancar tapi setelah update 1.1 jadi bermasalah lagi fps drop, lagging, reconnecting melulu, mohon optimalisasi nya kurogames",3,2024-07-16 18:11:59,Pengguna Google,netral
"Dari segi gameplay bagus cuma suka ngelag kalau 30 fps, tolong di perhatikan yang hpnya spek di Snapdragon 695 sangat² meresahkan kadang lag🥲😭",1,2024-07-16 18:03:11,Pengguna Google,negatif
"Hampir 2 bulan main wuthering wave Ini game menyajikan combat yg bagus Explore yang dimudahkan System echoe yg unik Untuk progres nge build character Terbilang lumayan cepat Karena material tidak terlalu butuh banyak Dalam waktu dekat udah bisa dibawa ke endgame content Cuma 1 hal yg menjadi poin penting di game ini ""Optimalisasi"" Karena walaupun spek device kita tinggi Gk menutup kemungkinan bakal terjadi frame drop",5,2024-07-16 17:42:25,Pengguna Google,positif
Untuk optimalisasinya menurun karena jika dibandingkan sebelum update semuanya bisa dimainkan dengan agak lancar tetapi sekarang susah sekali,3,2024-07-16 16:19:55,Pengguna Google,netral
"Good job, improve trus!!",5,2024-07-16 16:07:40,Pengguna Google,positif
Banyak bug,1,2024-07-16 16:03:03,Pengguna Google,negatif
Game baik,5,2024-07-16 15:51:43,Pengguna Google,positif
Pls fix the ping..,5,2024-07-16 15:37:01,Pengguna Google,positif
Melebihi ekspektasi,5,2024-07-16 15:27:24,Pengguna Google,positif
"Game ini bagus banget, bahkan saat berada dihutan susana berasa tenang banget, tapi kekurangan nya game ini sangat buram!! Bahkan saya berada di tingkat Low, seharusnya tidak terlalu parah jika ditingkat Low, dan saat saya bertarung melawan musuh tiba-tiba game ini macet parah hingga membuat pertarungan menjadi tidak nyaman, padahal sisa size saya masih 60 GB seharusnya tidak macet parah, saya harap Kurogames dapat memperbaiki ini!!.",5,2024-07-16 15:09:39,Pengguna Google,positif
SEMOGA KEDEPAN NYA BISA LEBIH LANCAR OPTIMASI GAME NYA,5,2024-07-16 15:06:50,Pengguna Google,positif
The best,5,2024-07-16 15:03:40,Pengguna Google,positif
"Lag parag + bug nya banyak , setiap hari update 200mb",2,2024-07-16 13:36:00,Pengguna Google,negatif
"1.1 gak bisa main, force close terus. padahal 1.0 lancar.",1,2024-07-16 12:18:13,Pengguna Google,negatif
"Gamenya belum kompatibel di hp, jalan dikit frame drop, ketemu musuh frame drop. Ya memang sih gamenya fokus buat di PC, tapi juga kita kan player hp mau nikmatin juga gamenya. Masa harus punya PC dulu baru bisa main, mendingan gitu gausah di rilis di hp. Tolonglah kuro games diperbaikin",1,2024-07-16 11:59:00,Pengguna Google,negatif
Nice game.,5,2024-07-16 11:57:15,Pengguna Google,positif
untuk render tolong di kecilkan lagi agar di mobile terasa ringan dan jangan terlalu jauh rendernya,5,2024-07-16 11:38:21,Pengguna Google,positif
nice,5,2024-07-16 11:31:45,Pengguna Google,positif
Setelah update lumayan lah udah gak lagi parah semoga konsisten,5,2024-07-16 11:00:50,Pengguna Google,positif
"Please fix the lag bug, it's very annoying, we can't play freely, please fix this bug immediately",1,2024-07-16 10:57:00,Pengguna Google,negatif
Mantap bang kuro,5,2024-07-16 10:56:16,Pengguna Google,positif
Belum maen,5,2024-07-16 10:21:26,Pengguna Google,positif
Patah patah,1,2024-07-16 10:18:18,Pengguna Google,negatif
Tolong kurogame perbaiki remdrop di perangkat saya,1,2024-07-16 10:18:02,Pengguna Google,negatif
Pada saat rendering sering layar hitam,3,2024-07-16 09:51:38,Pengguna Google,netral
"Salah satu game dengan konsep open world terbaik. Benar-benar menciptakan sebuah game open world dengan fitur yg membantu eksplorasi menjadi jauh lebih mudah, resource yg banyak, karakter yg memukau",5,2024-07-16 09:28:45,Pengguna Google,positif
Suka keluar sendiri di hp saya,4,2024-07-16 07:26:06,Pengguna Google,positif
"Bagus banget, tapi ini aku kasih bintang 4 dulu ya, overall masih banyak bug, trus terkadang kalau sudah pencet burst nanti ada sih animasinya tapi serangannya gak ada, ya kayak gitu lah terkadang, tapi sudah bagus banget, semangat ya Kuro Games!",4,2024-07-16 04:47:48,Pengguna Google,positif
Keseluruhan bagus. Tingkatkan lagi sehingga device menengah kebawah dapat bermain dengan lebih nyaman lagi.,5,2024-07-16 04:42:22,Pengguna Google,positif
Game baik😋,5,2024-07-16 02:04:19,Pengguna Google,positif
mantap untuk baru rilis sih segini mah moga selalu banyak bonus nya hehe,5,2024-07-16 01:31:55,Pengguna Google,positif
"Tolong kasih bahasa indonesia,dan grafiknya tolong di perbaiki medium serasa low",2,2024-07-16 00:15:32,Pengguna Google,negatif
"I like this game, regardless of the issue bug dan others in mobile, i hope kuro can fixs. Go kuro games.",5,2024-07-16 00:06:36,Pengguna Google,positif
Makasih udah buat game sebagus ini saya harap tolong masalah frame drop nya segera di atasi karena untuk merender map nya sangat besar jadi tolong perbaiki,5,2024-07-15 23:39:21,Pengguna Google,positif
Setelah update makin patah patah akun yang dulu malah hilang padahal baru buat bingung aku ngulang awal kukira tambah baik malah makin terpuruk sebelumnya nggak ada kaya gini tiba tiba kurang nyaman grafisnya juga agak berat dari game sebelah grafis tinggi mulus tolong lah perbaiki update muluk,1,2024-07-15 23:31:22,Pengguna Google,negatif
Which language is Indonesian??I can't enjoy the game storyline because of my lack of language skills and it really interferes with my game play. I hope the developer makes Indonesian one of the language options. Please respond to my request from the Indonesian region,1,2024-07-15 23:17:53,Pengguna Google,negatif
"Game nya bagussss, game baik 👍👌",5,2024-07-15 23:04:27,Pengguna Google,positif
"Bagus banget gilak. Grafikny di hp kntang ini tuh sejernih di hp yg mndukung, tapi mnrutku udh bgus. Krakter2ny kuat2 sama unik2 bnget. Lagi nunggu Scarku jadi krakter yg bisa di mainin 😋",5,2024-07-15 22:59:47,Pengguna Google,positif
Gamenya asik combat nya seru char nya bagus,5,2024-07-15 22:01:55,Pengguna Google,positif
Game baik,5,2024-07-15 21:53:32,Pengguna Google,positif
Grafik nya bagus walau saya sendiri tidak terlalu mengerti bahasa inggris,5,2024-07-15 21:23:24,Pengguna Google,positif
game baik😁,5,2024-07-15 19:55:10,Pengguna Google,positif
tolong grafiknya ramah di semua smartphone 🙏,1,2024-07-15 19:08:48,Pengguna Google,negatif
Game baik,5,2024-07-15 19:04:31,Pengguna Google,positif
Game nya bagus,5,2024-07-15 19:02:54,Pengguna Google,positif
"jadi sering force close, padahal sebelum update 1.1 gak pernah ada kendala force close tapi setelah update patch jadi sering force close. tolong di perbaiki, kalau udah tidak pernah mengalami force close saya naikin bintangnya",3,2024-07-15 18:43:19,Pengguna Google,netral
Nice Game for RPG Overral visual effect very colorful I like it and of course insane mechanic battle. I hope this game will grow up and always giving us happiness to play. Thank You,5,2024-07-15 18:07:47,Pengguna Google,positif
Kurang bansos nya dan Utamakan Perbaikan Ui dan graphic,1,2024-07-15 17:58:43,Pengguna Google,negatif
Game baik,5,2024-07-15 17:55:17,Pengguna Google,positif
rasanya asing,3,2024-07-15 17:31:22,Pengguna Google,netral
Bored,1,2024-07-15 16:58:46,Pengguna Google,negatif
Saya mengirim pesan email ke Wuthering wave tapi belum ada balasan sama sekali sufah kutunggu berbulan-bulan belum ada cuga 1 pun balasan sungguh mengecewakan,1,2024-07-15 16:25:33,Pengguna Google,negatif
"Game arpg terbaik saat ini, tp dg syarat pc/hp mumpuni biar bs merasakan grafis yg sgt indah",5,2024-07-15 16:17:02,Pengguna Google,positif
Setelah update patch 1.1 gamenya jadi sering crash padahal sebelum update saya main aman aman saja. Malah setelah update kameranya menjadi sangat licin.,1,2024-07-15 16:04:53,Pengguna Google,negatif
You not give me changli,1,2024-07-15 15:57:18,Pengguna Google,negatif
"overall udh bagus,cuman kedepanya event di perbanyak lagi biar ga ngebosenin,sama resource upgrade echo di permudah buat dapetinnya",4,2024-07-15 15:31:29,Pengguna Google,positif
Dev tolong tambahkan mode yang characternya memberikan fan service seperti rumah/kamar/ruangan yang di dalamnya ad char seperti baizhi dll,5,2024-07-15 14:44:05,Pengguna Google,positif
best game ever i have to play,5,2024-07-15 11:21:57,Pengguna Google,positif
"Overall good game, story mantap walau agak membingungkan di awal awal, battle nya seru untuk dimainkan, ramah untuk f2p untuk saat ini(semoga seterusnya ramah🗿), still worth it👌",5,2024-07-15 10:28:05,Pengguna Google,positif
Sangat bagus,5,2024-07-15 10:24:07,Pengguna Google,positif
Game bagus,5,2024-07-15 10:18:10,Pengguna Google,positif
"Love you Kuro, kapan lagi ada game baik yang terlalu baik dan perhatian sama playernya🥰 semoga gamenya sukses ngb! Untuk rate cerita dan musiknya Biasa aja sih tpi untuk eksplorasi udah mantap bngt apalagi map baru bagus bngt! Dan desain karakternya juga bagus-bagus ❤️ xiangli yao nya dibikin gratis ya:3 tapi Ada yg mau dikeluhin ni sistem echonya ngeselin bngt😬 susah bngt cari crit rate Sama crit damage mana echonya blm tentu drop lagi 😭",4,2024-07-15 10:01:08,Pengguna Google,positif
Kasih 45 fps untuk android ram 6 ke atas supaya gak sering freeze dan FC,4,2024-07-15 09:42:03,Pengguna Google,positif
Bagus👍❤,5,2024-07-15 07:17:10,Pengguna Google,positif
game baik,5,2024-07-15 06:58:39,Pengguna Google,positif
"terpaksa di uninstall, makin update 1.1 makin lag sebelumnya lancar² aja",3,2024-07-15 05:31:43,Pengguna Google,netral
Lumayan bagus,5,2024-07-15 05:14:24,Pengguna Google,positif
Nice :D,5,2024-07-15 01:53:54,Pengguna Google,positif
Game nya sangat bagus . Gacha baik . Cma tinggal tambah bahasa indonesia saja buat subtitle 👍👍,5,2024-07-15 01:00:44,Pengguna Google,positif
Sering terjadi black screen pas mau login itu sangat menggangu tolong di perbaiki bug nya,1,2024-07-14 21:49:18,Pengguna Google,negatif
"Please, Kurangi konsumsi Waveplates di domain, world boss,",1,2024-07-14 21:44:59,Pengguna Google,negatif
Keren,5,2024-07-14 20:22:50,Pengguna Google,positif
Mantap banyak bansos gk kayak game sebelah kalo bisa kasih lagi bansos yg banyak hehe😅,5,2024-07-14 19:56:39,Pengguna Google,positif
The best game🤯 Gak kikir cuy,5,2024-07-14 19:47:32,Pengguna Google,positif
"Tolong gamenya lebih dioptimalkan lagi, selebihnya sudah bagus",5,2024-07-14 19:44:43,Pengguna Google,positif
"Aku download di tab, karena di hp walaupun sudah sangat stabil baik wifi/data, memori yang masih longgar, serta sistem android yang sudah memenuhi standar minimum penginstalan, selalu force close ketika checkpoint S&K. Mohon diperbaiki dev.",3,2024-07-14 19:33:25,Pengguna Google,netral
"Hadeh habis update tambah lag, sering force close juga",1,2024-07-14 17:47:15,Pengguna Google,negatif
Gem baek,5,2024-07-14 17:26:28,Pengguna Google,positif
game nya bagus. f2p,5,2024-07-14 17:20:41,Pengguna Google,positif
Aq suka gem ini (kasi aq jiyan donk),5,2024-07-14 17:01:56,Pengguna Google,positif
"Suka ama gamenya cuy, bansos banyak jg + ga pelit hihi. dr segi gameplay & grafik sih okee yaa, tp kdng ngebug",5,2024-07-14 16:24:46,Pengguna Google,positif
sering FORCE CLOSE,2,2024-07-14 15:23:52,Pengguna Google,negatif
Genshin but better,5,2024-07-14 14:46:44,Pengguna Google,positif
Snapdragon 860 Lag parah buat stabil 30 fps aja susah Settingan padahal medium .Sementara genshin impact rata kanan 30 fps Gak frame drop,2,2024-07-14 14:41:33,Pengguna Google,negatif
Ngga nyesel ninggalin GI demi Wuwa,5,2024-07-14 13:53:28,Pengguna Google,positif
Semoga makin lancar main di hp☺,5,2024-07-14 13:36:10,Pengguna Google,positif
Boring,1,2024-07-14 12:11:11,Pengguna Google,negatif
👍,5,2024-07-14 12:01:18,Pengguna Google,positif
Sangat bagus gamenya top dah 👍,5,2024-07-14 11:54:54,Pengguna Google,positif
camera movement nya gila sensitif bgt bikin pusing kga ada enak enaknya buat dimainin,1,2024-07-14 11:51:02,Pengguna Google,negatif
👍,5,2024-07-14 10:50:55,Pengguna Google,positif
Semangat kuro meski sering ada bug yaitu karakter nyangkut dan yaa sensitifitas kamera,5,2024-07-14 10:49:46,Pengguna Google,positif
Panjang panjang game baik,5,2024-07-14 08:37:21,Pengguna Google,positif
100/10 Game yang buat aku bener bener enjoy mainnya,5,2024-07-14 08:15:35,Pengguna Google,positif
Gamenya sangatlah bagus minusnya gak ada bahasa Indonesia bikin gw susah aja🥲😅 Berharap kedepannya ada bahasa translate Indonesia,5,2024-07-14 07:26:01,Pengguna Google,positif
"Untuk Update Patch ini sudah banyak optimalisasi, tingkatkan lagi untuk optimalisasi low spek 👍",5,2024-07-14 07:12:01,Pengguna Google,positif
bukan game kikir,5,2024-07-14 07:09:52,Pengguna Google,positif
Best kuro from PGR to wuwa,5,2024-07-14 07:01:03,Pengguna Google,positif
Sehat terus Dev game baik,5,2024-07-14 06:54:21,Pengguna Google,positif
:⁠-⁠D,5,2024-07-14 06:07:20,Pengguna Google,positif
Mantep,5,2024-07-14 03:50:57,Pengguna Google,positif
Kerennn,5,2024-07-14 03:33:27,Pengguna Google,positif
We need more optimization,5,2024-07-14 03:31:02,Pengguna Google,positif
"Good game, end game kinda boring thought echo farm more painfull than what u think it Will be.",5,2024-07-14 03:12:03,Pengguna Google,positif
Banyak Bug😓,1,2024-07-14 02:39:07,Pengguna Google,negatif
Permisi saya ingin mengajukan bahwa menurut saya game ini sangat bagus dan saya sangat menyukainya tetapi ada hal yg membuat saya sedikit sedih karena pengalaman saya di android sangat kurang sekali dari segi grafis dan juga sering terjadi kelainan dari segi jaringan padahal saya bermain game lain tdk terganggu di mohon sebesar besarnya untuk kuro games selaku developer untuk memperbaiki atau optimalisasi untuk perangkat Android agar supaya saya tetap stay dan nyaman bermainnya sekian dari saya,5,2024-07-14 02:28:03,Pengguna Google,positif
"Gamenya berat sama kaya bensin impek,clingak clinguk sendirian di map yg Segede gaban OMG terus banyak clue quest ,manual mode dah ga paham lagi ni game ppfffffttt....""😩🤦😴🤕",2,2024-07-14 00:49:23,Pengguna Google,negatif
I like this game,5,2024-07-14 00:36:37,Pengguna Google,positif
"Yg rating 1 minimal upgrade device lah ya dongo, gw pake poco x3 pro aja masih lumayan lancar pake medium, lancar di low kok, gausah nyalahin game nya, itu dri lu sendiri 😂",5,2024-07-14 00:14:51,Pengguna Google,positif
Nice game. Storyline bagus. Cuma tolong jika bisa ditambahkan translate bahasa indonesianya supaya banyak peminat dan untuk karakternya di perbanyak lagi. Thanks,5,2024-07-13 23:37:06,Pengguna Google,positif
Sehat sehat Kuro Games😁😁😁,5,2024-07-13 23:19:51,Pengguna Google,positif
Entah knp berat banget padahal gw maen genshin aman2 aj bukannya mau bandingin emang gtu kenyataanny.udh di setting rata kiri pun Masih berat,1,2024-07-13 22:28:52,Pengguna Google,negatif
Ok udah bener.. aku naikin ratingnyaa,4,2024-07-13 22:05:45,Pengguna Google,positif
Game baik,4,2024-07-13 21:48:59,Pengguna Google,positif
lope you scar,5,2024-07-13 21:46:34,Pengguna Google,positif
"Efek bloomnya sudah diperbaiki, cuman sensitifitasnya kenapa terlalu licin padahal sudah diatur ke angka nol semua",2,2024-07-13 21:44:10,Pengguna Google,negatif
Semoga makin optimal performanya di perangkat mobile untuk kedepannya.,5,2024-07-13 21:31:30,Pengguna Google,positif
"Kalau ada rate -5* aku kasih ,bener"" cacat optimalisasinya",1,2024-07-13 21:26:10,Pengguna Google,negatif
"Kikir ajg gak dapet dapet weaponnya😔, tapi kalo untuk battle mantap😁",4,2024-07-13 20:57:06,Pengguna Google,positif
"Hai Developer Kurogames, semenjak update versi 1.1 aplikasi gamenya sering force close di hp saya, padahal hp saya biasanya tidak force close ketika saat bermain padahal hp saya sudah cukup kuat untuk memainkan game ini dan jaringan yang stabil Mohon diperhatikan kembali untuk kenyamanan user untuk memainkan game ini Hmm ayolah udah 2 minggu masih aja force close di game ketika lagi ngerjain quest, emang ga ada niatankah Kurogames untuk mendengarkan para playernya?",1,2024-07-13 20:18:21,Pengguna Google,negatif
"Masih banyak bug, settingan kameranya juga ga nyaman, apalagi kalo lawan musuh banyak, suka stuck loading di 10% udah di tunggu lama tetap aja ngga nambah jadi harus di buka ulang gamenya",1,2024-07-13 20:12:05,Pengguna Google,negatif
Kapan bisa main di HP bisa pake stik ps4 Ayo lah Dev adain dong update main di HP bisa pake stik ps4,4,2024-07-13 18:32:06,Pengguna Google,positif
Good,1,2024-07-13 17:56:14,Pengguna Google,negatif
frame drop terusanl,3,2024-07-13 17:45:35,Pengguna Google,netral
Bansos:📈 Optimalisasi:📉,1,2024-07-13 17:23:35,Pengguna Google,negatif
"sebenarnya dari grafik sudah ok,tapi sayangnya tidak ada bahasa Indonesia dan sering sekali kalo main domain & kerjain request game suka lag dan sampe HP saya mati 1 menit, padahal saya gb hp 256(8gb) ruangan penyimpanan saya tidak penuh,malahaan fine2 sj,cerita alur sudah oke, tpi tinggal benerin lag game nya ya ka. Agar banyak peminatnya.",2,2024-07-13 14:46:43,Pengguna Google,negatif
"Masih perlu bnyk perbakan dari jaringan, dan tolong diturunkan spek minimumnya agar lebih banyk yang bisa memainkan game ini",3,2024-07-13 13:32:21,Pengguna Google,netral
Tidak ada bahasa Ind,1,2024-07-13 13:23:34,Pengguna Google,negatif
"Game baik, banyak bansos dan memperhatikan saran yang di kasih tau player nya, semoga tetap begitu dan kalau bisa lebih ramah untuk device yang mid spesifikasi.",5,2024-07-13 12:59:19,Pengguna Google,positif
bagus (kasi duit plis),5,2024-07-13 12:39:58,Pengguna Google,positif
"Game sangat tidak di optimalkan, untuk mobile",1,2024-07-13 12:39:54,Pengguna Google,negatif
"Developer GK kikir kayak yang sebelah,,GK ku sebut takutnya developer Genshin nya baper",5,2024-07-13 12:25:27,Pengguna Google,positif
"Device saya snapdragon 8 gen 2, tapi sering mengalami crash saat scene cerita.",2,2024-07-13 11:35:20,Pengguna Google,negatif
Masih banyak bug,4,2024-07-13 10:33:35,Pengguna Google,positif
Sering force close Dimensity 8050 (Infinix GT 10 Pro),1,2024-07-13 10:17:35,Pengguna Google,negatif
hehe wangy,5,2024-07-13 09:15:20,Pengguna Google,positif
"Sebenarnya gak mau kasih bintang 1 tapi pas setelah update patch tiba tiba ngeframe parah, awalnya main di medium sekarang main low juga gak ada bedanya masih ngeframe plus sensifitas kameranya juga masih bermasalah, kirain bakal ada update buat masalah bug tapi sampe sekarang gak ada perubahan jadi ya harus puas dengan rating 1",1,2024-07-13 09:05:49,Pengguna Google,negatif
Good game,5,2024-07-13 07:23:41,Pengguna Google,positif
Seru sih tapi kek suran,5,2024-07-13 07:17:42,Pengguna Google,positif
"Setelah update 1.1 sampai saya bikin rating ini masih ada kendala di framingnya, mohon di fix ya dev 😁",1,2024-07-13 07:16:24,Pengguna Google,negatif
Bansos banyakin lagi biar muantap😼❤️‍🔥,5,2024-07-13 06:51:03,Pengguna Google,positif
"too much bug, tapi karna masih awal release jadi maklum, grafiknya kacaww keren parah, keep up, bugnya diperbaiki, langsung top tier game ini",5,2024-07-13 06:28:11,Pengguna Google,positif
Map-nya berat. Patah-patah ketika eksplor diluar,2,2024-07-13 06:26:36,Pengguna Google,negatif
Elek kikir 😡😡 ngelag banget,1,2024-07-13 06:19:39,Pengguna Google,negatif
Lebih baik dari sebelah,5,2024-07-13 06:10:01,Pengguna Google,positif
"Problem lag nya aja sih, main genshin aman aja tapi disini ngeleg",3,2024-07-13 05:54:58,Pengguna Google,netral
Sementara kukasih B3 sebab versi 1.1 sering frame drope dan keluar sendiri,3,2024-07-13 05:12:03,Pengguna Google,netral
"Lagging parah sampe gabisa main, udah ngelakuin banyak hal dari setting sana sini tetep aja nggak mempan dan lagging nya berimbas ke penggunaan hp. Udah di setting low tetep aja gabisa. Mks",1,2024-07-13 04:07:25,Pengguna Google,negatif
mungkin masalah optimalisasi masih jadi PR GWS game baik👍👍👍👍,5,2024-07-13 03:36:53,Pengguna Google,positif
"Saya suka game ini.. Tapi tolong lh yng bener kerjanya..masa iya malah jadi sering banget tiba-tiba keluar sendiri dr game padahal HP gx panas juga suport game berat padahal kemarin pas awal rilis gx kaya gini, bukannya kemaren udah di update fix bug malah... Semangat lh buat kuro yang kerjanya bener",3,2024-07-13 03:34:21,Pengguna Google,netral
"For Wuthering Waves developers. First of all, I thank you very much. Huaaa, ""Please add the story"". I really miss the Wuthering Waves action set pieces. I miss Yangyang too😭",5,2024-07-13 01:51:00,Pengguna Google,positif
Sub stat echonya busuk bngt..,1,2024-07-13 01:07:27,Pengguna Google,negatif
"Jujur aku gak tau ini aku doang atau ada juga yang kasusnya sama, tapi tiap kali aku mau lanjutin main quest di pulau baru aku selalu frame drop parah dan gak bisa gerak sama sekali setelahnya, aku gak tau ini memang gamenya atau gimana, tapi serius frame drop nya tuh parah banget sampe karakterku gak bisa gerak sama sekali, teruntuk pihak developer mohon untuk di dengar, di cari tau, dan di fix ya. Semoga komentar saya di baca oleh pihak developernya karena frame drop ini sangat meresahkan.",4,2024-07-13 00:47:47,Pengguna Google,positif
"Serasa main di hp ram 500mb freeze nya minta ampun dahhh, padahal hp gua dipake geber genshin impact lancar jaya... Hmmm parah 😑",1,2024-07-13 00:21:11,Pengguna Google,negatif
Release at ps 4,5,2024-07-12 23:52:56,Pengguna Google,positif
"Semenjak update Kok ngelag ya, emang sih dari dulu mainnya GK rata kanan,tapi dulu lebih halus aja pergerakannya skrg makin berat padahal nambah regionnya dikit gimana kalau udh gede kayak game sebelah TwT",3,2024-07-12 23:37:31,Pengguna Google,netral
Bagus,5,2024-07-12 23:06:51,Pengguna Google,positif
"Kenapa ya habis update 1.1 malah frame drop Mulu,sensivitas layar nya gila licin banget,mohon di optimalkan lagi",5,2024-07-12 22:54:42,Pengguna Google,positif
"Best game,developer baik mau mendengarkan player",5,2024-07-12 22:08:31,Pengguna Google,positif
"4 Bintang untuk saat ini, gamenya perlu lebih di optimalkan untuk beberapa device lainnya",4,2024-07-12 21:52:29,Pengguna Google,positif
Gak ada bahas Indonesia parah parah,1,2024-07-12 21:30:52,Pengguna Google,negatif
I hope that Kuro Games will immediately optimize Wuthering Waves so that it can be played more smoothly on mobile,4,2024-07-12 21:06:08,Pengguna Google,positif
please developer kasih sub indo 😿😿😿,4,2024-07-12 20:02:39,Pengguna Google,positif
"Tambahkan bahasa Indonesia, agar kami dapat menikmati alur nya !",5,2024-07-12 19:47:42,Pengguna Google,positif
"bagus buat player f2p yang suka gacha tanpa top up ,mungkin di update kedepannya harus banyak pengoptimalan lagi sih",5,2024-07-12 19:43:09,Pengguna Google,positif
"Gamenya udah cukup bagus,cuman ada 1 masalah yaitu kurang optimal,mohon pihak dari kuro games,tolong di optimalisasinya",4,2024-07-12 19:15:06,Pengguna Google,positif
Buat keseluruhan bagus sih tapi yng paling gua suka combat nya 👌,5,2024-07-12 19:10:42,Pengguna Google,positif
"Kurang di optimalkan, sebelum update patch 1.1 lancar lancar aja pas update malah sering ngecrash dan keluar sendiri tanpa sebab, mohon ini kuro",1,2024-07-12 19:08:48,Pengguna Google,negatif
nicee kuro udah lancar setelah di update,5,2024-07-12 18:56:27,Pengguna Google,positif
Yang kasih bintang 1 pasti kacung mihoyo atau ngak pengguna device kentang,5,2024-07-12 17:45:38,Pengguna Google,positif
"Keren, udah pakai unreal engine tapi ya masalahnya cuma di device aja yang kurang memadai wkwk",5,2024-07-12 17:27:42,Pengguna Google,positif
Masih belum recommended untuk di mainkan di android,3,2024-07-12 16:51:19,Pengguna Google,netral
"Hii Kuro Games Team, Thanks For Your Games.",5,2024-07-12 16:47:48,Pengguna Google,positif
"The gameplay was great, but for end-low device truly not recommended so I guess to performance the games to more less lag, appreciate it",4,2024-07-12 16:31:46,Pengguna Google,positif
THIS GAME IS TO KIND LIKE YOU GOT GUARANTEE 5 STAR! I AM SHOCKED I WISHED FOR KURO GAMES LIVE LONG! WUTHERING WAVES! Edits : I GOT JINHSI SHE IS MY DREAM CHAR ON PITY 78 AND I GOT HER WEAPON ON MY FIRST TEN PULL A. K. A I GOT HER WEAPON ON PITY 20!,5,2024-07-12 16:27:14,Pengguna Google,positif
"Maaf developer,HP saya kentang gak kuat buat game ini,mungkin suatu saat kalo udah bisa maininnya stabil",1,2024-07-12 16:17:37,Pengguna Google,negatif
"Great, this is what I like, amazing battles and quests you can skip... In the future, please have Indonesian subtitles... Ehee",5,2024-07-12 16:14:20,Pengguna Google,positif
To much bugs,1,2024-07-12 15:55:13,Pengguna Google,negatif
"No comment, for the all is the best ever ever i see, When the first play, i so excited to play it for long time, Thanks kuro",5,2024-07-12 15:18:35,Pengguna Google,positif
"mangkin di update force close mangkin gila, udah malas gw main game yang ga pernah di optimalisasi kan, muak",1,2024-07-12 15:09:59,Pengguna Google,negatif
